Sequence,Order,Lect,Category,ipa
k⁺,1,Eastern Tamang,Onset,k⁺
k⁺j,1,Eastern Tamang,Onset,k⁺
k⁺l,1,Eastern Tamang,Onset,k⁺
k⁺w,1,Eastern Tamang,Onset,k⁺
k⁺ɾ,1,Eastern Tamang,Onset,k⁺
l,1,Eastern Tamang,Coda,l
l,1,Eastern Tamang,Onset,l
lj,1,Eastern Tamang,Onset,l
m,1,Eastern Tamang,Coda,m
m,1,Eastern Tamang,Onset,m
mj,1,Eastern Tamang,Onset,m
ml,1,Eastern Tamang,Onset,m
mw,1,Eastern Tamang,Onset,m
mɾ,1,Eastern Tamang,Onset,m
n,1,Eastern Tamang,Coda,n
n,1,Eastern Tamang,Onset,n
o,1,Eastern Tamang,Nucleus,o
oi,1,Eastern Tamang,Nucleus,o
oː,1,Eastern Tamang,Nucleus,oː
p,1,Eastern Tamang,Coda,p
p,1,Eastern Tamang,Onset,p
pʰ,1,Eastern Tamang,Onset,pʰ
pʰj,1,Eastern Tamang,Onset,pʰ
pʰl,1,Eastern Tamang,Onset,pʰ
pʰw,1,Eastern Tamang,Onset,pʰ
pʰɾ,1,Eastern Tamang,Onset,pʰ
p⁺,1,Eastern Tamang,Onset,p⁺
p⁺j,1,Eastern Tamang,Onset,p⁺
p⁺l,1,Eastern Tamang,Onset,p⁺
p⁺w,1,Eastern Tamang,Onset,p⁺
p⁺ɾ,1,Eastern Tamang,Onset,p⁺
s,1,Eastern Tamang,Coda,s
s,1,Eastern Tamang,Onset,s
sj,1,Eastern Tamang,Onset,s
sw,1,Eastern Tamang,Onset,s
t,1,Eastern Tamang,Coda,t
t,1,Eastern Tamang,Onset,t
tw,1,Eastern Tamang,Onset,t
tʰ,1,Eastern Tamang,Onset,tʰ
tʰw,1,Eastern Tamang,Onset,tʰ
t͡ɕ,1,Eastern Tamang,Coda,t͡ɕ
t͡ɕ,1,Eastern Tamang,Onset,t͡ɕ
t͡ɕj,1,Eastern Tamang,Onset,t͡ɕ
t͡ɕw,1,Eastern Tamang,Onset,t͡ɕ
t͡ɕʰ,1,Eastern Tamang,Onset,t͡ɕʰ
t͡ɕʰj,1,Eastern Tamang,Onset,t͡ɕʰ
t͡ɕʰw,1,Eastern Tamang,Onset,t͡ɕʰ
t͡ɕ⁺,1,Eastern Tamang,Onset,t͡ɕ⁺
t͡ɕ⁺j,1,Eastern Tamang,Onset,t͡ɕ⁺
t͡ɕ⁺w,1,Eastern Tamang,Onset,t͡ɕ⁺
t⁺,1,Eastern Tamang,Onset,t⁺
t⁺w,1,Eastern Tamang,Onset,t⁺
u,1,Eastern Tamang,Nucleus,u
ui,1,Eastern Tamang,Nucleus,u
uː,1,Eastern Tamang,Nucleus,uː
w,1,Eastern Tamang,Onset,w
ŋ,1,Eastern Tamang,Coda,ŋ
ŋ,1,Eastern Tamang,Onset,ŋ
ŋj,1,Eastern Tamang,Onset,ŋ
ɾ,1,Eastern Tamang,Coda,ɾ
ɾ,1,Eastern Tamang,Onset,ɾ
ɾj,1,Eastern Tamang,Onset,ɾ
ʈ,1,Eastern Tamang,Coda,ʈ
ʈ,1,Eastern Tamang,Onset,ʈ
ʈw,1,Eastern Tamang,Onset,ʈ
ʈʰ,1,Eastern Tamang,Onset,ʈʰ
ʈʰw,1,Eastern Tamang,Onset,ʈʰ
ʈ⁺,1,Eastern Tamang,Onset,ʈ⁺
ʈ⁺w,1,Eastern Tamang,Onset,ʈ⁺
#,1,Enu,Coda,#
a,1,Enu,Nucleus,a
ai,1,Enu,Nucleus,a
ã,1,Enu,Nucleus,ã
e,1,Enu,Nucleus,e
f,1,Enu,Onset,f
i,1,Enu,Nucleus,i
ia,1,Enu,Nucleus,i
iã,1,Enu,Nucleus,i
io,1,Enu,Nucleus,i
iõ,1,Enu,Nucleus,i
iɔ,1,Enu,Nucleus,i
iɛ̃,1,Enu,Nucleus,i
ĩ,1,Enu,Nucleus,ĩ
j,1,Enu,Onset,j
k,1,Enu,Onset,k
kʰ,1,Enu,Onset,kʰ
kʰʲ,1,Enu,Onset,kʰʲ
kʲ,1,Enu,Onset,kʲ
l,1,Enu,Onset,l
m,1,Enu,Nucleus,m
m,1,Enu,Onset,m
mʲ,1,Enu,Onset,mʲ
n,1,Enu,Nucleus,n
n,1,Enu,Onset,n
o,1,Enu,Nucleus,o
õ,1,Enu,Nucleus,õ
p,1,Enu,Onset,p
pʰ,1,Enu,Onset,pʰ
pʰʲ,1,Enu,Onset,pʰʲ
pʲ,1,Enu,Onset,pʲ
s,1,Enu,Onset,s
t,1,Enu,Onset,t
tʰ,1,Enu,Onset,tʰ
t͡s,1,Enu,Onset,t͡s
t͡sʰ,1,Enu,Onset,t͡sʰ
t͡ʃ,1,Enu,Onset,t͡ʃ
t͡ʃʰ,1,Enu,Onset,t͡ʃʰ
ua,1,Enu,Nucleus,u
uã,1,Enu,Nucleus,u
ui,1,Enu,Nucleus,u
uɛ,1,Enu,Nucleus,u
uɛ̃,1,Enu,Nucleus,u
v,1,Enu,Nucleus,v
v,1,Enu,Onset,v
v̰,1,Enu,Nucleus,v̰
v̰,1,Enu,Onset,v̰
x,1,Enu,Onset,x
xʲ,1,Enu,Onset,xʲ
z,1,Enu,Nucleus,z
z,1,Enu,Onset,z
z̰,1,Enu,Nucleus,z̰
z̰,1,Enu,Onset,z̰
ŋ,1,Enu,Nucleus,ŋ
ŋ,1,Enu,Onset,ŋ
ŋʲ,1,Enu,Onset,ŋʲ
ɔ,1,Enu,Nucleus,ɔ
ɛ,1,Enu,Nucleus,ɛ
ɛ̃,1,Enu,Nucleus,ɛ̃
ɣ,1,Enu,Onset,ɣ
ɤ,1,Enu,Nucleus,ɤ
ɯ,1,Enu,Nucleus,ɯ
ʃ,1,Enu,Onset,ʃ
ʌ,1,Enu,Nucleus,ʌ
ʒ,1,Enu,Onset,ʒ
#,1,Ersu,Onset,#
#,1,Ersu,Coda,#
m,1,Ersu,Nucleus,m
n,1,Ersu,Nucleus,n
ŋ,1,Ersu,Nucleus,ŋ
ɲ,1,Ersu,Nucleus,ɲ
b,1,Ersu,Onset,b
bz,1,Ersu,Onset,b
bʐ,1,Ersu,Onset,b
d,1,Ersu,Onset,d
d͡z,1,Ersu,Onset,d͡z
d͡ʑ,1,Ersu,Onset,d͡ʑ
f,1,Ersu,Onset,f
i,1,Ersu,Nucleus,i
iɑ,1,Ersu,Nucleus,i
iɛ,1,Ersu,Nucleus,i
j,1,Ersu,Onset,j
k,1,Ersu,Onset,k
kʰ,1,Ersu,Onset,kʰ
l,1,Ersu,Onset,l
m,1,Ersu,Onset,m
n,1,Ersu,Onset,n
nb,1,Ersu,Onset,n
nbz,1,Ersu,Onset,n
nbʐ,1,Ersu,Onset,n
nd,1,Ersu,Onset,n
nd͡z,1,Ersu,Onset,n
nd͡ʑ,1,Ersu,Onset,n
nkʰ,1,Ersu,Onset,n
npʰ,1,Ersu,Onset,n
npʰs,1,Ersu,Onset,n
npʰʂ,1,Ersu,Onset,n
ntʰ,1,Ersu,Onset,n
nt͡sʰ,1,Ersu,Onset,n
nt͡ɕʰ,1,Ersu,Onset,n
nɖ͡ʐ,1,Ersu,Onset,n
nɡ,1,Ersu,Onset,n
nʈ͡ʂʰ,1,Ersu,Onset,n
o,1,Ersu,Nucleus,o
o˞,1,Ersu,Nucleus,o˞
p,1,Ersu,Onset,p
ps,1,Ersu,Onset,p
pʂ,1,Ersu,Onset,p
pʰ,1,Ersu,Onset,pʰ
pʰs,1,Ersu,Onset,pʰ
pʰʂ,1,Ersu,Onset,pʰ
s,1,Ersu,Onset,s
t,1,Ersu,Onset,t
tʰ,1,Ersu,Onset,tʰ
t͡s,1,Ersu,Onset,t͡s
t͡sʰ,1,Ersu,Onset,t͡sʰ
t͡ɕ,1,Ersu,Onset,t͡ɕ
t͡ɕʰ,1,Ersu,Onset,t͡ɕʰ
u,1,Ersu,Nucleus,u
ui,1,Ersu,Nucleus,u
uɑ,1,Ersu,Nucleus,u
uɑo,1,Ersu,Nucleus,u
v,1,Ersu,Onset,v
w,1,Ersu,Onset,w
x,1,Ersu,Onset,x
z,1,Ersu,Nucleus,z
ŋ,1,Ersu,Onset,ŋ
ɑ,1,Ersu,Nucleus,ɑ
ɑi,1,Ersu,Nucleus,ɑ
ɑ˞,1,Ersu,Nucleus,ɑ˞
ɕ,1,Ersu,Onset,ɕ
ɖ͡ʐ,1,Ersu,Onset,ɖ͡ʐ
ə,1,Ersu,Nucleus,ə
ə˞,1,Ersu,Nucleus,ə˞
ɛ,1,Ersu,Nucleus,ɛ
ɛi,1,Ersu,Nucleus,ɛ
ɡ,1,Ersu,Onset,ɡ
ɬ,1,Ersu,Onset,ɬ
ɲ,1,Ersu,Onset,ɲ
ʂ,1,Ersu,Onset,ʂ
ʈ͡ʂ,1,Ersu,Onset,ʈ͡ʂ
ʈ͡ʂʰ,1,Ersu,Onset,ʈ͡ʂʰ
ʐ,1,Ersu,Onset,ʐ
ʑ,1,Ersu,Onset,ʑ
ʒ,1,Ersu,Onset,ʒ
ʔ,1,Ersu,Onset,ʔ
#,1,Estonian Swedish,Onset,#
#,1,Estonian Swedish,Coda,#
a,1,Estonian Swedish,Nucleus,a
ai,1,Estonian Swedish,Nucleus,a
au,1,Estonian Swedish,Nucleus,a
aː,1,Estonian Swedish,Nucleus,aː
b,1,Estonian Swedish,Onset,b
b,1,Estonian Swedish,Coda,b
br,1,Estonian Swedish,Onset,b
bɭ,1,Estonian Swedish,Onset,b
d,1,Estonian Swedish,Onset,d
d,1,Estonian Swedish,Coda,d
dr,1,Estonian Swedish,Onset,d
eː,1,Estonian Swedish,Nucleus,eː
f,1,Estonian Swedish,Onset,f
f,1,Estonian Swedish,Coda,f
ft,1,Estonian Swedish,Coda,f
hk,1,Estonian Swedish,Coda,h
ht,1,Estonian Swedish,Coda,h
i,1,Estonian Swedish,Nucleus,i
ia,1,Estonian Swedish,Nucleus,i
iaː,1,Estonian Swedish,Nucleus,i
io,1,Estonian Swedish,Nucleus,i
ioː,1,Estonian Swedish,Nucleus,i
iu,1,Estonian Swedish,Nucleus,i
iuː,1,Estonian Swedish,Nucleus,i
iʉ,1,Estonian Swedish,Nucleus,i
iʉː,1,Estonian Swedish,Nucleus,i
iː,1,Estonian Swedish,Nucleus,iː
j,1,Estonian Swedish,Onset,j
j,1,Estonian Swedish,Coda,j
k,1,Estonian Swedish,Onset,k
k,1,Estonian Swedish,Coda,k
kn,1,Estonian Swedish,Onset,k
kr,1,Estonian Swedish,Onset,k
ks,1,Estonian Swedish,Coda,k
kɭ,1,Estonian Swedish,Onset,k
kʋ,1,Estonian Swedish,Onset,k
l,1,Estonian Swedish,Onset,l
l,1,Estonian Swedish,Coda,l
lks,1,Estonian Swedish,Coda,l
lp,1,Estonian Swedish,Coda,l
lts,1,Estonian Swedish,Coda,l
m,1,Estonian Swedish,Onset,m
m,1,Estonian Swedish,Coda,m
ms,1,Estonian Swedish,Coda,m
n,1,Estonian Swedish,Onset,n
n,1,Estonian Swedish,Coda,n
ns,1,Estonian Swedish,Coda,n
o,1,Estonian Swedish,Nucleus,o
oi,1,Estonian Swedish,Nucleus,o
oː,1,Estonian Swedish,Nucleus,oː
p,1,Estonian Swedish,Onset,p
p,1,Estonian Swedish,Coda,p
pl,1,Estonian Swedish,Onset,p
pr,1,Estonian Swedish,Onset,p
ps,1,Estonian Swedish,Coda,p
pɭ,1,Estonian Swedish,Onset,p
r,1,Estonian Swedish,Onset,r
r,1,Estonian Swedish,Coda,r
rd,1,Estonian Swedish,Coda,r
rfst,1,Estonian Swedish,Coda,r
rft,1,Estonian Swedish,Coda,r
rk,1,Estonian Swedish,Coda,r
rks,1,Estonian Swedish,Coda,r
rmt,1,Estonian Swedish,Coda,r
rps,1,Estonian Swedish,Coda,r
rt,1,Estonian Swedish,Coda,r
rts,1,Estonian Swedish,Coda,r
rɡ,1,Estonian Swedish,Coda,r
rʋ,1,Estonian Swedish,Coda,r
s,1,Estonian Swedish,Onset,s
s,1,Estonian Swedish,Coda,s
sk,1,Estonian Swedish,Onset,s
skr,1,Estonian Swedish,Onset,s
sm,1,Estonian Swedish,Onset,s
sn,1,Estonian Swedish,Onset,s
sp,1,Estonian Swedish,Onset,s
spr,1,Estonian Swedish,Onset,s
st,1,Estonian Swedish,Onset,s
str,1,Estonian Swedish,Onset,s
t,1,Estonian Swedish,Onset,t
t,1,Estonian Swedish,Coda,t
tk,1,Estonian Swedish,Coda,t
tl,1,Estonian Swedish,Onset,t
tr,1,Estonian Swedish,Onset,t
ts,1,Estonian Swedish,Coda,t
u,1,Estonian Swedish,Nucleus,u
ui,1,Estonian Swedish,Nucleus,u
uː,1,Estonian Swedish,Nucleus,uː
x,1,Estonian Swedish,Onset,x
x,1,Estonian Swedish,Coda,x
ɛ,1,Estonian Swedish,Nucleus,ɛ
ɛi,1,Estonian Swedish,Nucleus,ɛ
ɛː,1,Estonian Swedish,Nucleus,ɛː
ɡ,1,Estonian Swedish,Onset,ɡ
ɡ,1,Estonian Swedish,Coda,ɡ
ɡr,1,Estonian Swedish,Onset,ɡ
ɡɭ,1,Estonian Swedish,Onset,ɡ
ɭ,1,Estonian Swedish,Onset,ɭ
ɭ,1,Estonian Swedish,Coda,ɭ
ɭfst,1,Estonian Swedish,Coda,ɭ
ɭft,1,Estonian Swedish,Coda,ɭ
ɭk,1,Estonian Swedish,Coda,ɭ
ɭmt,1,Estonian Swedish,Coda,ɭ
ɭp,1,Estonian Swedish,Coda,ɭ
ɭɡ,1,Estonian Swedish,Coda,ɭ
ʉ,1,Estonian Swedish,Nucleus,ʉ
ʉː,1,Estonian Swedish,Nucleus,ʉː
ʋ,1,Estonian Swedish,Onset,ʋ
ʋ,1,Estonian Swedish,Coda,ʋ
ʋr,1,Estonian Swedish,Onset,ʋ
ʎ,1,Estonian Swedish,Onset,ʎ
ʎ,1,Estonian Swedish,Coda,ʎ
#,1,Evenki,Onset,#
#,1,Evenki,Coda,#
a,1,Evenki,Nucleus,a
aː,1,Evenki,Nucleus,aː
b,1,Evenki,Onset,b
b,1,Evenki,Coda,b
d,1,Evenki,Onset,d
d,1,Evenki,Coda,d
d͡ʒ,1,Evenki,Onset,d͡ʒ
d͡ʒ,1,Evenki,Coda,d͡ʒ
e,1,Evenki,Nucleus,e
eː,1,Evenki,Nucleus,eː
h,1,Evenki,Onset,h
h,1,Evenki,Coda,h
i,1,Evenki,Nucleus,i
iː,1,Evenki,Nucleus,iː
j,1,Evenki,Onset,j
j,1,Evenki,Coda,j
jk,1,Evenki,Coda,j
jɡ,1,Evenki,Coda,j
k,1,Evenki,Onset,k
k,1,Evenki,Coda,k
l,1,Evenki,Onset,l
l,1,Evenki,Coda,l
ld,1,Evenki,Coda,l
lt,1,Evenki,Coda,l
m,1,Evenki,Onset,m
m,1,Evenki,Coda,m
n,1,Evenki,Onset,n
n,1,Evenki,Coda,n
nd,1,Evenki,Coda,n
nt,1,Evenki,Coda,n
o,1,Evenki,Nucleus,o
oː,1,Evenki,Nucleus,oː
p,1,Evenki,Onset,p
p,1,Evenki,Coda,p
r,1,Evenki,Onset,r
r,1,Evenki,Coda,r
rd,1,Evenki,Coda,r
rt,1,Evenki,Coda,r
s,1,Evenki,Onset,s
s,1,Evenki,Coda,s
t,1,Evenki,Onset,t
t,1,Evenki,Coda,t
t͡ʃ,1,Evenki,Onset,t͡ʃ
t͡ʃ,1,Evenki,Coda,t͡ʃ
u,1,Evenki,Nucleus,u
uː,1,Evenki,Nucleus,uː
w,1,Evenki,Onset,w
w,1,Evenki,Coda,w
ŋ,1,Evenki,Onset,ŋ
ŋ,1,Evenki,Coda,ŋ
ŋd͡ʒ,1,Evenki,Coda,ŋ
ŋk,1,Evenki,Coda,ŋ
ŋt͡ʃ,1,Evenki,Coda,ŋ
ŋɡ,1,Evenki,Coda,ŋ
ə,1,Evenki,Nucleus,ə
əː,1,Evenki,Nucleus,əː
ɡ,1,Evenki,Onset,ɡ
ɡ,1,Evenki,Coda,ɡ
ɵ,1,Evenki,Nucleus,ɵ
ɵː,1,Evenki,Nucleus,ɵː
ʃ,1,Evenki,Onset,ʃ
ʃ,1,Evenki,Coda,ʃ
ʉ,1,Evenki,Nucleus,ʉ
ʉː,1,Evenki,Nucleus,ʉː
#,1,Forest Enets,Onset,#
#,1,Forest Enets,Coda,#
bʔ,1,Forest Enets,Coda,b
dʔ,1,Forest Enets,Coda,d
dʲʔ,1,Forest Enets,Coda,dʲ
kʔ,1,Forest Enets,Coda,k
lʔ,1,Forest Enets,Coda,l
lʲʔ,1,Forest Enets,Coda,lʲ
mʔ,1,Forest Enets,Coda,m
nʔ,1,Forest Enets,Coda,n
nʲʔ,1,Forest Enets,Coda,nʲ
pʔ,1,Forest Enets,Coda,p
rʔ,1,Forest Enets,Coda,r
sʔ,1,Forest Enets,Coda,s
tʔ,1,Forest Enets,Coda,t
t͡ʃʔ,1,Forest Enets,Coda,t͡ʃ
xʔ,1,Forest Enets,Coda,x
ðʔ,1,Forest Enets,Coda,ð
ŋʔ,1,Forest Enets,Coda,ŋ
ɡʔ,1,Forest Enets,Coda,ɡ
ʃʔ,1,Forest Enets,Coda,ʃ
ee,1,Forest Enets,Nucleus,e
ie,1,Forest Enets,Nucleus,i
iːe,1,Forest Enets,Nucleus,iː
oe,1,Forest Enets,Nucleus,o
oːe,1,Forest Enets,Nucleus,oː
ue,1,Forest Enets,Nucleus,u
uːe,1,Forest Enets,Nucleus,uː
ɑe,1,Forest Enets,Nucleus,ɑ
ɑːe,1,Forest Enets,Nucleus,ɑː
ɛe,1,Forest Enets,Nucleus,ɛ
ɛːe,1,Forest Enets,Nucleus,ɛː
ei,1,Forest Enets,Nucleus,e
ii,1,Forest Enets,Nucleus,i
iːi,1,Forest Enets,Nucleus,iː
oi,1,Forest Enets,Nucleus,o
oːi,1,Forest Enets,Nucleus,oː
ui,1,Forest Enets,Nucleus,u
uːi,1,Forest Enets,Nucleus,uː
ɑi,1,Forest Enets,Nucleus,ɑ
ɑːi,1,Forest Enets,Nucleus,ɑː
ɛi,1,Forest Enets,Nucleus,ɛ
ɛːi,1,Forest Enets,Nucleus,ɛː
eiː,1,Forest Enets,Nucleus,e
iiː,1,Forest Enets,Nucleus,i
iːiː,1,Forest Enets,Nucleus,iː
oiː,1,Forest Enets,Nucleus,o
oːiː,1,Forest Enets,Nucleus,oː
uiː,1,Forest Enets,Nucleus,u
uːiː,1,Forest Enets,Nucleus,uː
ɑiː,1,Forest Enets,Nucleus,ɑ
ɑːiː,1,Forest Enets,Nucleus,ɑː
ɛiː,1,Forest Enets,Nucleus,ɛ
ɛːiː,1,Forest Enets,Nucleus,ɛː
eo,1,Forest Enets,Nucleus,e
io,1,Forest Enets,Nucleus,i
iːo,1,Forest Enets,Nucleus,iː
oo,1,Forest Enets,Nucleus,o
oːo,1,Forest Enets,Nucleus,oː
uo,1,Forest Enets,Nucleus,u
uːo,1,Forest Enets,Nucleus,uː
ɑo,1,Forest Enets,Nucleus,ɑ
ɑːo,1,Forest Enets,Nucleus,ɑː
ɛo,1,Forest Enets,Nucleus,ɛ
ɛːo,1,Forest Enets,Nucleus,ɛː
eoː,1,Forest Enets,Nucleus,e
ioː,1,Forest Enets,Nucleus,i
iːoː,1,Forest Enets,Nucleus,iː
ooː,1,Forest Enets,Nucleus,o
oːoː,1,Forest Enets,Nucleus,oː
uoː,1,Forest Enets,Nucleus,u
uːoː,1,Forest Enets,Nucleus,uː
ɑoː,1,Forest Enets,Nucleus,ɑ
ɑːoː,1,Forest Enets,Nucleus,ɑː
ɛoː,1,Forest Enets,Nucleus,ɛ
ɛːoː,1,Forest Enets,Nucleus,ɛː
eu,1,Forest Enets,Nucleus,e
iu,1,Forest Enets,Nucleus,i
iːu,1,Forest Enets,Nucleus,iː
ou,1,Forest Enets,Nucleus,o
oːu,1,Forest Enets,Nucleus,oː
uu,1,Forest Enets,Nucleus,u
uːu,1,Forest Enets,Nucleus,uː
ɑu,1,Forest Enets,Nucleus,ɑ
ɑːu,1,Forest Enets,Nucleus,ɑː
ɛu,1,Forest Enets,Nucleus,ɛ
ɛːu,1,Forest Enets,Nucleus,ɛː
euː,1,Forest Enets,Nucleus,e
iuː,1,Forest Enets,Nucleus,i
iːuː,1,Forest Enets,Nucleus,iː
ouː,1,Forest Enets,Nucleus,o
oːuː,1,Forest Enets,Nucleus,oː
uuː,1,Forest Enets,Nucleus,u
uːuː,1,Forest Enets,Nucleus,uː
ɑuː,1,Forest Enets,Nucleus,ɑ
ɑːuː,1,Forest Enets,Nucleus,ɑː
ɛuː,1,Forest Enets,Nucleus,ɛ
ɛːuː,1,Forest Enets,Nucleus,ɛː
eɑ,1,Forest Enets,Nucleus,e
iɑ,1,Forest Enets,Nucleus,i
iːɑ,1,Forest Enets,Nucleus,iː
oɑ,1,Forest Enets,Nucleus,o
oːɑ,1,Forest Enets,Nucleus,oː
uɑ,1,Forest Enets,Nucleus,u
uːɑ,1,Forest Enets,Nucleus,uː
ɑɑ,1,Forest Enets,Nucleus,ɑ
ɑːɑ,1,Forest Enets,Nucleus,ɑː
ɛɑ,1,Forest Enets,Nucleus,ɛ
ɛːɑ,1,Forest Enets,Nucleus,ɛː
eɑː,1,Forest Enets,Nucleus,e
iɑː,1,Forest Enets,Nucleus,i
iːɑː,1,Forest Enets,Nucleus,iː
oɑː,1,Forest Enets,Nucleus,o
oːɑː,1,Forest Enets,Nucleus,oː
uɑː,1,Forest Enets,Nucleus,u
uːɑː,1,Forest Enets,Nucleus,uː
ɑɑː,1,Forest Enets,Nucleus,ɑ
ɑːɑː,1,Forest Enets,Nucleus,ɑː
ɛɑː,1,Forest Enets,Nucleus,ɛ
ɛːɑː,1,Forest Enets,Nucleus,ɛː
eɛ,1,Forest Enets,Nucleus,e
iɛ,1,Forest Enets,Nucleus,i
iːɛ,1,Forest Enets,Nucleus,iː
oɛ,1,Forest Enets,Nucleus,o
oːɛ,1,Forest Enets,Nucleus,oː
uɛ,1,Forest Enets,Nucleus,u
uːɛ,1,Forest Enets,Nucleus,uː
ɑɛ,1,Forest Enets,Nucleus,ɑ
ɑːɛ,1,Forest Enets,Nucleus,ɑː
ɛɛ,1,Forest Enets,Nucleus,ɛ
ɛːɛ,1,Forest Enets,Nucleus,ɛː
eɛː,1,Forest Enets,Nucleus,e
iɛː,1,Forest Enets,Nucleus,i
iːɛː,1,Forest Enets,Nucleus,iː
oɛː,1,Forest Enets,Nucleus,o
oːɛː,1,Forest Enets,Nucleus,oː
uɛː,1,Forest Enets,Nucleus,u
uːɛː,1,Forest Enets,Nucleus,uː
ɑɛː,1,Forest Enets,Nucleus,ɑ
ɑːɛː,1,Forest Enets,Nucleus,ɑː
ɛɛː,1,Forest Enets,Nucleus,ɛ
ɛːɛː,1,Forest Enets,Nucleus,ɛː
b,1,Forest Enets,Onset,b
b,1,Forest Enets,Coda,b
d,1,Forest Enets,Onset,d
d,1,Forest Enets,Coda,d
dʲ,1,Forest Enets,Onset,dʲ
dʲ,1,Forest Enets,Coda,dʲ
e,1,Forest Enets,Nucleus,e
i,1,Forest Enets,Nucleus,i
iː,1,Forest Enets,Nucleus,iː
j,1,Forest Enets,Onset,j
j,1,Forest Enets,Coda,j
k,1,Forest Enets,Onset,k
k,1,Forest Enets,Coda,k
l,1,Forest Enets,Onset,l
l,1,Forest Enets,Coda,l
lʲ,1,Forest Enets,Onset,lʲ
lʲ,1,Forest Enets,Coda,lʲ
m,1,Forest Enets,Onset,m
m,1,Forest Enets,Coda,m
n,1,Forest Enets,Onset,n
n,1,Forest Enets,Coda,n
nʲ,1,Forest Enets,Onset,nʲ
nʲ,1,Forest Enets,Coda,nʲ
o,1,Forest Enets,Nucleus,o
oː,1,Forest Enets,Nucleus,oː
p,1,Forest Enets,Onset,p
p,1,Forest Enets,Coda,p
r,1,Forest Enets,Onset,r
r,1,Forest Enets,Coda,r
s,1,Forest Enets,Onset,s
s,1,Forest Enets,Coda,s
t,1,Forest Enets,Onset,t
t,1,Forest Enets,Coda,t
t͡ʃ,1,Forest Enets,Onset,t͡ʃ
t͡ʃ,1,Forest Enets,Coda,t͡ʃ
u,1,Forest Enets,Nucleus,u
uː,1,Forest Enets,Nucleus,uː
x,1,Forest Enets,Onset,x
ð,1,Forest Enets,Coda,ð
ŋ,1,Forest Enets,Onset,ŋ
ŋ,1,Forest Enets,Coda,ŋ
ɑ,1,Forest Enets,Nucleus,ɑ
ɑː,1,Forest Enets,Nucleus,ɑː
ɛ,1,Forest Enets,Nucleus,ɛ
ɛː,1,Forest Enets,Nucleus,ɛː
ɡ,1,Forest Enets,Onset,ɡ
ɡ,1,Forest Enets,Coda,ɡ
ʃ,1,Forest Enets,Onset,ʃ
ʃ,1,Forest Enets,Coda,ʃ
ʔ,1,Forest Enets,Coda,ʔ
#,1,French,Onset,#
#,1,French,Coda,#
a,1,French,Nucleus,a
b,1,French,Onset,b
b,1,French,Coda,b
bj,1,French,Onset,b
bl,1,French,Coda,b
bl,1,French,Onset,b
bw,1,French,Onset,b
bɥ,1,French,Onset,b
bʁ,1,French,Coda,b
bʁ,1,French,Onset,b
d,1,French,Onset,d
d,1,French,Coda,d
dj,1,French,Onset,d
dn,1,French,Coda,d
dw,1,French,Onset,d
dɥ,1,French,Onset,d
dʁ,1,French,Onset,d
dʁ,1,French,Coda,d
dʒ,1,French,Coda,d
e,1,French,Nucleus,e
f,1,French,Onset,f
f,1,French,Coda,f
fj,1,French,Onset,f
fl,1,French,Onset,f
fl,1,French,Coda,f
ft,1,French,Coda,f
fw,1,French,Onset,f
fɥ,1,French,Onset,f
fʁ,1,French,Onset,f
fʁ,1,French,Coda,f
i,1,French,Nucleus,i
j,1,French,Coda,j
j,1,French,Onset,j
ja,1,French,Nucleus,j
je,1,French,Nucleus,j
ji,1,French,Nucleus,j
jo,1,French,Nucleus,j
ju,1,French,Nucleus,j
jy,1,French,Nucleus,j
jø,1,French,Nucleus,j
jœ,1,French,Nucleus,j
jœ̃,1,French,Nucleus,j
jɑ,1,French,Nucleus,j
jɑ̃,1,French,Nucleus,j
jɔ,1,French,Nucleus,j
jɔ̃,1,French,Nucleus,j
jə,1,French,Nucleus,j
jɛ,1,French,Nucleus,j
jɛ̃,1,French,Nucleus,j
k,1,French,Onset,k
k,1,French,Coda,k
kj,1,French,Onset,k
kl,1,French,Onset,k
kl,1,French,Coda,k
km,1,French,Coda,k
ks,1,French,Onset,k
ks,1,French,Coda,k
kst,1,French,Coda,k
kstʁ,1,French,Coda,k
kt,1,French,Coda,k
ktʁ,1,French,Coda,k
kw,1,French,Onset,k
kɥ,1,French,Onset,k
kʁ,1,French,Onset,k
kʁ,1,French,Coda,k
l,1,French,Onset,l
l,1,French,Coda,l
lb,1,French,Coda,l
ld,1,French,Coda,l
lf,1,French,Coda,l
lj,1,French,Onset,l
lk,1,French,Coda,l
lkʁ,1,French,Coda,l
lm,1,French,Coda,l
ln,1,French,Coda,l
lp,1,French,Coda,l
ls,1,French,Coda,l
lsk,1,French,Coda,l
lt,1,French,Coda,l
ltʁ,1,French,Coda,l
lv,1,French,Coda,l
lw,1,French,Onset,l
lɡ,1,French,Coda,l
lɥ,1,French,Onset,l
m,1,French,Onset,m
m,1,French,Coda,m
mj,1,French,Onset,m
mn,1,French,Coda,m
mw,1,French,Onset,m
mɥ,1,French,Onset,m
n,1,French,Onset,n
n,1,French,Coda,n
nj,1,French,Onset,n
nw,1,French,Onset,n
nɥ,1,French,Onset,n
o,1,French,Nucleus,o
p,1,French,Onset,p
p,1,French,Coda,p
pj,1,French,Onset,p
pl,1,French,Onset,p
pl,1,French,Coda,p
pn,1,French,Onset,p
ps,1,French,Onset,p
ps,1,French,Coda,p
pt,1,French,Onset,p
